timestamp,traffic_mbps,latency_ms,packet_loss_pct,source
2024-01-03 08:00:00,62.287,4.522,0.0,synthetic
2024-01-03 09:00:00,78.145,3.34,0.038,synthetic
2024-01-03 10:00:00,74.468,3.961,0.095,synthetic
2024-01-03 11:00:00,88.319,4.633,0.066,synthetic
2024-01-03 12:00:00,80.313,5.529,0.0,synthetic
2024-01-03 13:00:00,88.401,5.279,0.093,synthetic
2024-01-03 14:00:00,90.643,4.647,1.258,synthetic
2024-01-03 15:00:00,90.532,5.666,0.505,synthetic
2024-01-03 16:00:00,87.176,4.4,0.055,synthetic
2024-01-03 17:00:00,81.953,5.177,0.14,synthetic
2024-01-03 18:00:00,69.872,3.489,0.0,synthetic
2024-01-03 19:00:00,61.474,4.557,0.008,synthetic
2024-01-03 20:00:00,59.042,3.666,1.271,synthetic
2024-01-03 21:00:00,9.081,1.725,0.135,synthetic
2024-01-03 22:00:00,116.58,12.138,3.767,synthetic
2024-01-03 23:00:00,7.537,2.394,0.071,synthetic
2024-01-04 00:00:00,10.055,2.05,0.0,synthetic
2024-01-04 01:00:00,17.985,2.88,0.059,synthetic
2024-01-04 02:00:00,17.838,2.25,0.12,synthetic
2024-01-04 03:00:00,21.55,3.031,0.044,synthetic
2024-01-04 04:00:00,17.476,2.802,0.055,synthetic
2024-01-04 05:00:00,20.714,2.629,3.58,synthetic
2024-01-04 06:00:00,23.023,2.494,0.031,synthetic
2024-01-04 07:00:00,53.819,3.806,0.175,synthetic
2024-01-04 08:00:00,65.645,4.403,3.987,synthetic
2024-01-04 09:00:00,68.503,5.326,0.01,synthetic
2024-01-04 10:00:00,76.794,4.974,0.051,synthetic
2024-01-04 11:00:00,82.308,5.171,0.0,synthetic
2024-01-04 12:00:00,82.568,6.341,0.009,synthetic
2024-01-04 13:00:00,92.163,5.308,0.336,synthetic
2024-01-04 14:00:00,87.862,5.101,0.061,synthetic
2024-01-04 15:00:00,88.014,5.228,0.183,synthetic
2024-01-04 16:00:00,86.203,4.215,0.064,synthetic
2024-01-04 17:00:00,80.456,4.33,0.068,synthetic
2024-01-04 18:00:00,74.5,4.106,0.108,synthetic
2024-01-04 19:00:00,63.176,4.378,0.0,synthetic
2024-01-04 20:00:00,53.341,3.611,0.082,synthetic
2024-01-04 21:00:00,9.647,2.385,0.067,synthetic
2024-01-04 22:00:00,3.658,2.715,0.43,synthetic
2024-01-04 23:00:00,6.188,2.673,0.128,synthetic
2024-01-05 00:00:00,8.304,2.177,0.002,synthetic
2024-01-05 01:00:00,11.324,1.994,0.145,synthetic
2024-01-05 02:00:00,19.06,3.234,0.054,synthetic
2024-01-05 03:00:00,14.432,2.887,0.016,synthetic
2024-01-05 04:00:00,17.761,1.685,0.479,synthetic
2024-01-05 05:00:00,25.912,2.657,0.058,synthetic
2024-01-05 06:00:00,18.669,2.688,0.162,synthetic
2024-01-05 07:00:00,58.594,4.303,0.09,synthetic
2024-01-05 08:00:00,59.452,4.403,0.082,synthetic
2024-01-05 09:00:00,70.621,4.416,0.124,synthetic
2024-01-05 10:00:00,74.217,4.697,0.136,synthetic
2024-01-05 11:00:00,82.564,4.677,0.117,synthetic
2024-01-05 12:00:00,91.795,4.636,0.905,synthetic
2024-01-05 13:00:00,82.263,4.489,0.107,synthetic
2024-01-05 14:00:00,91.993,5.026,1.285,synthetic
2024-01-05 15:00:00,89.091,4.867,0.144,synthetic
2024-01-05 16:00:00,81.43,3.569,0.065,synthetic
2024-01-05 17:00:00,72.003,4.085,0.072,synthetic
2024-01-05 18:00:00,71.894,4.332,0.173,synthetic
2024-01-05 19:00:00,61.3,3.807,0.167,synthetic
2024-01-05 20:00:00,56.356,3.668,0.07,synthetic
2024-01-05 21:00:00,10.168,2.594,0.043,synthetic
2024-01-05 22:00:00,18.523,1.999,0.158,synthetic
2024-01-05 23:00:00,11.687,1.479,0.118,synthetic
2024-01-06 00:00:00,3.27,1.913,0.089,synthetic
2024-01-06 01:00:00,9.538,2.725,0.051,synthetic
2024-01-06 02:00:00,10.519,3.265,0.09,synthetic
2024-01-06 03:00:00,16.33,2.953,0.069,synthetic
2024-01-06 04:00:00,14.498,1.656,0.03,synthetic
2024-01-06 05:00:00,12.677,2.278,0.078,synthetic
2024-01-06 06:00:00,17.77,2.71,0.086,synthetic
2024-01-06 07:00:00,25.087,2.9,0.047,synthetic
2024-01-06 08:00:00,32.166,3.326,0.124,synthetic
2024-01-06 09:00:00,35.216,2.623,0.147,synthetic
2024-01-06 10:00:00,41.452,3.362,0.128,synthetic
2024-01-06 11:00:00,40.09,3.514,0.053,synthetic
2024-01-06 12:00:00,51.301,4.096,0.115,synthetic
2024-01-06 13:00:00,48.555,3.111,0.075,synthetic
2024-01-06 14:00:00,42.938,3.184,0.0,synthetic
2024-01-06 15:00:00,43.877,1.917,0.11,synthetic
2024-01-06 16:00:00,47.703,3.185,0.079,synthetic
2024-01-06 17:00:00,46.988,9.181,0.226,synthetic
2024-01-06 18:00:00,48.384,2.988,0.157,synthetic
2024-01-06 19:00:00,48.173,3.633,0.113,synthetic
2024-01-06 20:00:00,100.671,9.643,5.511,synthetic
2024-01-06 21:00:00,1.12,0.793,0.08,synthetic
2024-01-06 22:00:00,0.0,2.119,0.01,synthetic
2024-01-06 23:00:00,8.26,1.754,0.0,synthetic
2024-01-07 00:00:00,4.253,2.403,0.018,synthetic
2024-01-07 01:00:00,6.898,1.516,0.067,synthetic
2024-01-07 02:00:00,6.81,2.234,0.0,synthetic
2024-01-07 03:00:00,9.616,2.152,0.037,synthetic
2024-01-07 04:00:00,15.572,2.665,1.576,synthetic
2024-01-07 05:00:00,11.813,2.447,0.057,synthetic
2024-01-07 06:00:00,10.506,2.196,0.03,synthetic
2024-01-07 07:00:00,25.811,1.981,0.05,synthetic
2024-01-07 08:00:00,27.544,2.069,0.173,synthetic
2024-01-07 09:00:00,37.232,2.87,0.11,synthetic
2024-01-07 10:00:00,42.999,3.371,0.036,synthetic
2024-01-07 11:00:00,54.276,3.402,0.066,synthetic
2024-01-07 12:00:00,49.064,3.914,0.068,synthetic
2024-01-07 13:00:00,54.012,3.575,0.024,synthetic
2024-01-07 14:00:00,47.345,2.984,0.024,synthetic
2024-01-07 15:00:00,43.15,3.228,0.131,synthetic
2024-01-07 16:00:00,41.984,3.468,0.045,synthetic
2024-01-07 17:00:00,134.56,13.813,1.716,synthetic
2024-01-07 18:00:00,49.012,4.601,0.067,synthetic
2024-01-07 19:00:00,31.4,8.071,0.077,synthetic
2024-01-07 20:00:00,34.264,3.056,0.389,synthetic
2024-01-07 21:00:00,1.545,2.284,0.068,synthetic
2024-01-07 22:00:00,10.486,2.323,0.905,synthetic
2024-01-07 23:00:00,8.823,2.007,0.097,synthetic
2024-01-08 00:00:00,13.743,1.588,0.204,synthetic
2024-01-08 01:00:00,15.82,11.169,0.145,synthetic
2024-01-08 02:00:00,14.507,1.874,0.157,synthetic
2024-01-08 03:00:00,20.706,1.713,3.629,synthetic
2024-01-08 04:00:00,17.608,2.126,0.115,synthetic
2024-01-08 05:00:00,14.742,1.896,0.08,synthetic
2024-01-08 06:00:00,14.713,2.792,0.128,synthetic
2024-01-08 07:00:00,56.243,4.13,0.036,synthetic
2024-01-08 08:00:00,70.951,3.773,0.076,synthetic
2024-01-08 09:00:00,72.457,4.176,0.031,synthetic
2024-01-08 10:00:00,189.699,23.051,4.348,synthetic
2024-01-08 11:00:00,85.568,4.474,0.031,synthetic
2024-01-08 12:00:00,94.083,5.337,0.41,synthetic
2024-01-08 13:00:00,91.215,5.433,0.339,synthetic
2024-01-08 14:00:00,88.381,4.464,0.062,synthetic
2024-01-08 15:00:00,93.192,5.652,1.182,synthetic
2024-01-08 16:00:00,86.225,3.937,0.0,synthetic
2024-01-08 17:00:00,85.614,4.061,0.001,synthetic
2024-01-08 18:00:00,72.586,4.713,0.017,synthetic
2024-01-08 19:00:00,58.365,4.787,0.095,synthetic
2024-01-08 20:00:00,49.345,3.85,0.083,synthetic
2024-01-08 21:00:00,17.691,2.544,0.134,synthetic
2024-01-08 22:00:00,19.263,1.409,0.115,synthetic
2024-01-08 23:00:00,12.149,1.276,0.134,synthetic
2024-01-09 00:00:00,12.788,2.48,0.107,synthetic
2024-01-09 01:00:00,22.644,5.846,0.083,synthetic
2024-01-09 02:00:00,12.536,1.793,0.136,synthetic
2024-01-09 03:00:00,14.737,2.508,0.677,synthetic
2024-01-09 04:00:00,22.614,2.787,0.093,synthetic
2024-01-09 05:00:00,18.545,3.113,0.146,synthetic
2024-01-09 06:00:00,20.505,2.731,0.0,synthetic
2024-01-09 07:00:00,54.795,12.083,0.053,synthetic
2024-01-09 08:00:00,65.429,4.098,0.052,synthetic
2024-01-09 09:00:00,154.13,16.445,3.298,synthetic
2024-01-09 10:00:00,79.156,5.118,0.164,synthetic
2024-01-09 11:00:00,87.244,4.272,0.0,synthetic
2024-01-09 12:00:00,79.044,6.077,0.155,synthetic
2024-01-09 13:00:00,90.072,5.135,1.069,synthetic
2024-01-09 14:00:00,86.5,4.99,0.002,synthetic
2024-01-09 15:00:00,82.793,4.938,0.056,synthetic
2024-01-09 16:00:00,80.408,5.605,0.051,synthetic
2024-01-09 17:00:00,77.263,13.988,0.0,synthetic
2024-01-09 18:00:00,75.947,3.548,0.109,synthetic
2024-01-09 19:00:00,57.97,4.627,0.111,synthetic
2024-01-09 20:00:00,55.703,3.595,0.133,synthetic
2024-01-09 21:00:00,8.147,2.32,0.044,synthetic
2024-01-09 22:00:00,10.096,1.619,0.068,synthetic
2024-01-09 23:00:00,17.533,2.85,0.068,synthetic
2024-01-10 00:00:00,16.998,2.186,0.171,synthetic
2024-01-10 01:00:00,22.15,2.764,0.0,synthetic
2024-01-10 02:00:00,16.886,2.384,0.013,synthetic
2024-01-10 03:00:00,15.695,3.561,0.07,synthetic
2024-01-10 04:00:00,18.776,3.691,0.005,synthetic
2024-01-10 05:00:00,21.476,2.713,0.055,synthetic
2024-01-10 06:00:00,21.387,2.72,0.062,synthetic
2024-01-10 07:00:00,50.715,3.417,0.031,synthetic
2024-01-10 08:00:00,64.381,4.668,0.074,synthetic
2024-01-10 09:00:00,72.893,4.152,0.108,synthetic
2024-01-10 10:00:00,90.141,4.699,0.611,synthetic
2024-01-10 11:00:00,92.856,5.595,1.531,synthetic
2024-01-10 12:00:00,84.494,4.411,0.06,synthetic
2024-01-10 13:00:00,89.062,14.541,0.07,synthetic
2024-01-10 14:00:00,83.773,3.812,0.0,synthetic
2024-01-10 15:00:00,85.684,5.137,0.098,synthetic
2024-01-10 16:00:00,85.844,15.043,0.043,synthetic
2024-01-10 17:00:00,84.257,5.095,0.146,synthetic
2024-01-10 18:00:00,68.609,4.999,0.105,synthetic
2024-01-10 19:00:00,61.059,3.489,0.14,synthetic
2024-01-10 20:00:00,45.967,3.601,0.009,synthetic
2024-01-10 21:00:00,9.658,1.79,0.048,synthetic
2024-01-10 22:00:00,6.854,2.094,0.0,synthetic
2024-01-10 23:00:00,10.702,2.767,1.457,synthetic
2024-01-11 00:00:00,10.694,2.398,0.145,synthetic
2024-01-11 01:00:00,15.772,1.728,0.159,synthetic
2024-01-11 02:00:00,9.736,1.588,0.001,synthetic
2024-01-11 03:00:00,12.289,1.634,0.043,synthetic
2024-01-11 04:00:00,29.429,3.212,0.065,synthetic
2024-01-11 05:00:00,14.656,3.604,0.105,synthetic
2024-01-11 06:00:00,15.721,3.252,0.0,synthetic
2024-01-11 07:00:00,63.925,3.003,0.0,synthetic
2024-01-11 08:00:00,189.497,21.809,2.305,synthetic
2024-01-11 09:00:00,66.657,4.648,0.0,synthetic
2024-01-11 10:00:00,77.219,3.621,0.043,synthetic
2024-01-11 11:00:00,86.011,4.595,0.08,synthetic
2024-01-11 12:00:00,96.177,5.83,1.288,synthetic
2024-01-11 13:00:00,85.979,5.064,0.061,synthetic
2024-01-11 14:00:00,89.319,4.175,0.048,synthetic
2024-01-11 15:00:00,91.904,5.348,0.469,synthetic
2024-01-11 16:00:00,160.641,14.463,4.066,synthetic
2024-01-11 17:00:00,77.202,4.348,0.031,synthetic
2024-01-11 18:00:00,71.351,4.909,0.072,synthetic
2024-01-11 19:00:00,57.88,3.862,0.093,synthetic
2024-01-11 20:00:00,54.622,3.473,0.173,synthetic
2024-01-11 21:00:00,9.255,2.785,0.117,synthetic
2024-01-11 22:00:00,12.744,2.944,0.143,synthetic
2024-01-11 23:00:00,10.65,3.061,0.033,synthetic
2024-01-12 00:00:00,16.826,3.019,0.039,synthetic
2024-01-12 01:00:00,20.817,3.261,0.056,synthetic
2024-01-12 02:00:00,18.409,2.992,0.061,synthetic
2024-01-12 03:00:00,20.538,2.803,0.01,synthetic
2024-01-12 04:00:00,20.15,2.694,0.146,synthetic
2024-01-12 05:00:00,20.514,2.526,0.123,synthetic
2024-01-12 06:00:00,17.473,1.892,0.052,synthetic
2024-01-12 07:00:00,57.147,3.303,0.109,synthetic
2024-01-12 08:00:00,63.664,3.882,0.083,synthetic
2024-01-12 09:00:00,81.413,4.738,0.113,synthetic
2024-01-12 10:00:00,86.02,5.555,0.0,synthetic
2024-01-12 11:00:00,86.274,4.749,0.061,synthetic
2024-01-12 12:00:00,85.028,5.278,0.067,synthetic
2024-01-12 13:00:00,85.478,5.336,0.107,synthetic
2024-01-12 14:00:00,95.847,5.082,0.872,synthetic
2024-01-12 15:00:00,89.652,5.237,0.192,synthetic
2024-01-12 16:00:00,86.712,4.655,0.005,synthetic
2024-01-12 17:00:00,71.108,5.003,0.066,synthetic
2024-01-12 18:00:00,154.9,20.833,6.398,synthetic
2024-01-12 19:00:00,66.176,3.463,0.171,synthetic
2024-01-12 20:00:00,50.761,3.713,0.105,synthetic
2024-01-12 21:00:00,8.396,3.175,0.075,synthetic
2024-01-12 22:00:00,12.95,2.315,0.068,synthetic
2024-01-12 23:00:00,13.449,2.677,1.221,synthetic
2024-01-13 00:00:00,6.808,12.456,0.035,synthetic
2024-01-13 01:00:00,8.512,1.702,0.062,synthetic
2024-01-13 02:00:00,8.642,2.557,0.005,synthetic
2024-01-13 03:00:00,11.147,1.59,0.155,synthetic
2024-01-13 04:00:00,17.608,2.219,0.094,synthetic
2024-01-13 05:00:00,0.0,2.592,0.028,synthetic
2024-01-13 06:00:00,10.366,2.528,0.063,synthetic
2024-01-13 07:00:00,31.477,2.84,0.101,synthetic
2024-01-13 08:00:00,36.623,3.417,0.055,synthetic
2024-01-13 09:00:00,37.958,3.182,0.038,synthetic
2024-01-13 10:00:00,35.547,3.144,0.031,synthetic
2024-01-13 11:00:00,48.007,3.897,0.09,synthetic
2024-01-13 12:00:00,56.462,3.407,0.049,synthetic
2024-01-13 13:00:00,42.899,3.395,0.043,synthetic
2024-01-13 14:00:00,53.69,3.546,0.0,synthetic
2024-01-13 15:00:00,47.215,2.639,0.075,synthetic
2024-01-13 16:00:00,46.262,2.974,0.059,synthetic
2024-01-13 17:00:00,38.725,4.102,0.051,synthetic
2024-01-13 18:00:00,38.14,3.432,0.082,synthetic
2024-01-13 19:00:00,41.157,2.589,0.115,synthetic
2024-01-13 20:00:00,33.324,2.219,0.112,synthetic
2024-01-13 21:00:00,13.615,2.374,0.103,synthetic
2024-01-13 22:00:00,11.803,3.236,0.056,synthetic
2024-01-13 23:00:00,9.278,2.194,0.036,synthetic
2024-01-14 00:00:00,16.005,3.231,0.007,synthetic
2024-01-14 01:00:00,10.989,2.545,0.034,synthetic
2024-01-14 02:00:00,13.537,2.692,0.071,synthetic
2024-01-14 03:00:00,9.161,1.559,0.023,synthetic
2024-01-14 04:00:00,11.321,2.878,0.076,synthetic
2024-01-14 05:00:00,8.214,2.079,0.012,synthetic
2024-01-14 06:00:00,15.92,2.984,0.0,synthetic
2024-01-14 07:00:00,25.416,2.366,0.119,synthetic
2024-01-14 08:00:00,38.847,3.34,0.042,synthetic
2024-01-14 09:00:00,38.809,3.435,0.02,synthetic
2024-01-14 10:00:00,48.758,3.476,0.004,synthetic
2024-01-14 11:00:00,49.945,3.821,0.095,synthetic
2024-01-14 12:00:00,56.917,3.675,0.152,synthetic
2024-01-14 13:00:00,53.125,3.343,0.046,synthetic
2024-01-14 14:00:00,42.764,4.251,0.057,synthetic
2024-01-14 15:00:00,48.428,4.127,0.134,synthetic
2024-01-14 16:00:00,41.3,2.903,0.0,synthetic
2024-01-14 17:00:00,41.166,3.63,0.188,synthetic
2024-01-14 18:00:00,46.481,3.079,0.217,synthetic
2024-01-14 19:00:00,38.211,2.571,0.0,synthetic
2024-01-14 20:00:00,27.592,3.452,0.064,synthetic
2024-01-14 21:00:00,1.293,1.104,0.027,synthetic
2024-01-14 22:00:00,95.53,8.928,2.662,synthetic
2024-01-14 23:00:00,1.863,1.921,0.045,synthetic
2024-01-15 00:00:00,11.876,2.264,0.119,synthetic
2024-01-15 01:00:00,17.856,2.797,0.063,synthetic
2024-01-15 02:00:00,23.101,3.059,0.015,synthetic
2024-01-15 03:00:00,21.886,2.246,0.06,synthetic
2024-01-15 04:00:00,9.792,2.708,0.101,synthetic
2024-01-15 05:00:00,22.075,2.769,0.0,synthetic
2024-01-15 06:00:00,21.236,1.989,0.0,synthetic
2024-01-15 07:00:00,57.777,3.755,0.19,synthetic
2024-01-15 08:00:00,71.567,5.05,0.031,synthetic
2024-01-15 09:00:00,62.901,4.935,0.062,synthetic
2024-01-15 10:00:00,76.472,4.842,0.046,synthetic
2024-01-15 11:00:00,87.389,4.161,0.103,synthetic
2024-01-15 12:00:00,81.537,4.879,0.176,synthetic
2024-01-15 13:00:00,97.318,5.758,1.171,synthetic
2024-01-15 14:00:00,92.336,5.431,0.389,synthetic
2024-01-15 15:00:00,92.472,5.47,1.276,synthetic
2024-01-15 16:00:00,82.174,4.829,0.046,synthetic
2024-01-15 17:00:00,82.813,4.61,0.054,synthetic
2024-01-15 18:00:00,77.018,4.13,0.0,synthetic
2024-01-15 19:00:00,65.371,3.048,0.119,synthetic
2024-01-15 20:00:00,57.004,4.011,0.005,synthetic
2024-01-15 21:00:00,11.926,2.484,0.16,synthetic
2024-01-15 22:00:00,8.07,2.565,0.179,synthetic
2024-01-15 23:00:00,12.741,8.651,0.055,synthetic
2024-01-16 00:00:00,14.274,2.812,0.096,synthetic
2024-01-16 01:00:00,18.241,3.714,0.0,synthetic
2024-01-16 02:00:00,22.465,2.762,0.107,synthetic
2024-01-16 03:00:00,14.448,2.428,0.04,synthetic
2024-01-16 04:00:00,19.605,2.797,0.005,synthetic
2024-01-16 05:00:00,27.436,3.996,0.053,synthetic
2024-01-16 06:00:00,17.63,2.001,0.042,synthetic
2024-01-16 07:00:00,52.279,10.041,0.05,synthetic
2024-01-16 08:00:00,65.268,3.649,0.127,synthetic
2024-01-16 09:00:00,76.049,4.133,0.023,synthetic
2024-01-16 10:00:00,79.248,4.509,0.174,synthetic
2024-01-16 11:00:00,90.774,5.701,0.348,synthetic
2024-01-16 12:00:00,92.573,6.034,0.438,synthetic
2024-01-16 13:00:00,94.528,5.387,1.336,synthetic
2024-01-16 14:00:00,93.236,4.869,0.325,synthetic
2024-01-16 15:00:00,99.2,6.769,0.561,synthetic
2024-01-16 16:00:00,83.884,4.451,0.049,synthetic
2024-01-16 17:00:00,70.199,3.932,0.118,synthetic
2024-01-16 18:00:00,79.493,3.568,0.16,synthetic
2024-01-16 19:00:00,62.327,4.762,0.141,synthetic
2024-01-16 20:00:00,56.499,4.341,0.046,synthetic
2024-01-16 21:00:00,16.667,3.863,0.081,synthetic
2024-01-16 22:00:00,65.361,6.419,2.876,synthetic
2024-01-16 23:00:00,7.836,3.053,0.011,synthetic
2024-01-17 00:00:00,7.819,2.289,0.813,synthetic
2024-01-17 01:00:00,13.006,2.86,0.044,synthetic
2024-01-17 02:00:00,20.008,1.734,0.085,synthetic
2024-01-17 03:00:00,21.634,3.5,0.0,synthetic
2024-01-17 04:00:00,21.474,3.12,0.067,synthetic
2024-01-17 05:00:00,14.476,2.442,0.161,synthetic
2024-01-17 06:00:00,10.645,2.695,0.137,synthetic
2024-01-17 07:00:00,56.288,3.38,0.035,synthetic
2024-01-17 08:00:00,62.299,3.675,0.0,synthetic
2024-01-17 09:00:00,74.381,4.125,0.098,synthetic
2024-01-17 10:00:00,82.419,3.618,0.0,synthetic
2024-01-17 11:00:00,85.48,5.216,0.137,synthetic
2024-01-17 12:00:00,92.203,5.681,1.568,synthetic
2024-01-17 13:00:00,91.835,4.623,1.666,synthetic
2024-01-17 14:00:00,93.192,5.265,1.559,synthetic
2024-01-17 15:00:00,85.619,4.602,0.125,synthetic
2024-01-17 16:00:00,84.063,4.873,0.064,synthetic
2024-01-17 17:00:00,80.164,4.22,0.05,synthetic
2024-01-17 18:00:00,76.03,3.947,0.0,synthetic
2024-01-17 19:00:00,62.679,4.584,0.106,synthetic
2024-01-17 20:00:00,58.423,3.834,0.111,synthetic
2024-01-17 21:00:00,9.641,3.421,0.177,synthetic
2024-01-17 22:00:00,11.554,2.395,0.13,synthetic
2024-01-17 23:00:00,17.266,2.043,0.034,synthetic
2024-01-18 00:00:00,6.12,2.871,0.01,synthetic
2024-01-18 01:00:00,10.81,2.693,0.0,synthetic
2024-01-18 02:00:00,11.424,2.765,0.158,synthetic
2024-01-18 03:00:00,8.838,2.938,0.023,synthetic
2024-01-18 04:00:00,17.243,2.193,0.159,synthetic
2024-01-18 05:00:00,24.27,2.707,0.102,synthetic
2024-01-18 06:00:00,19.822,2.54,0.09,synthetic
2024-01-18 07:00:00,56.997,3.114,0.052,synthetic
2024-01-18 08:00:00,69.387,4.075,0.11,synthetic
2024-01-18 09:00:00,78.352,5.242,0.069,synthetic
2024-01-18 10:00:00,79.013,4.659,0.048,synthetic
2024-01-18 11:00:00,91.013,4.23,0.8,synthetic
2024-01-18 12:00:00,89.261,4.037,0.061,synthetic
2024-01-18 13:00:00,87.1,5.72,0.022,synthetic
2024-01-18 14:00:00,88.196,4.799,0.106,synthetic
2024-01-18 15:00:00,82.192,4.274,0.066,synthetic
2024-01-18 16:00:00,80.939,4.439,0.099,synthetic
2024-01-18 17:00:00,77.732,3.675,0.043,synthetic
2024-01-18 18:00:00,76.018,9.339,0.0,synthetic
2024-01-18 19:00:00,72.259,4.096,1.671,synthetic
2024-01-18 20:00:00,49.922,4.35,0.163,synthetic
2024-01-18 21:00:00,12.669,2.434,1.01,synthetic
2024-01-18 22:00:00,7.465,3.025,0.047,synthetic
2024-01-18 23:00:00,15.733,2.645,0.052,synthetic
2024-01-19 00:00:00,14.562,2.935,0.153,synthetic
2024-01-19 01:00:00,8.469,2.667,0.049,synthetic
2024-01-19 02:00:00,22.335,3.058,0.032,synthetic
2024-01-19 03:00:00,16.681,2.725,2.559,synthetic
2024-01-19 04:00:00,17.957,2.447,0.067,synthetic
2024-01-19 05:00:00,16.147,3.57,0.176,synthetic
2024-01-19 06:00:00,18.224,2.084,0.0,synthetic
2024-01-19 07:00:00,58.097,3.861,0.101,synthetic
2024-01-19 08:00:00,63.698,4.047,0.194,synthetic
2024-01-19 09:00:00,73.921,4.587,0.072,synthetic
2024-01-19 10:00:00,81.017,4.356,0.054,synthetic
2024-01-19 11:00:00,90.929,5.14,1.021,synthetic
2024-01-19 12:00:00,87.367,4.722,0.135,synthetic
2024-01-19 13:00:00,84.286,3.83,0.024,synthetic
2024-01-19 14:00:00,95.737,5.209,1.49,synthetic
2024-01-19 15:00:00,87.426,4.212,0.0,synthetic
2024-01-19 16:00:00,90.015,3.972,0.539,synthetic
2024-01-19 17:00:00,81.132,4.672,0.139,synthetic
2024-01-19 18:00:00,71.876,4.568,0.068,synthetic
2024-01-19 19:00:00,66.149,4.406,0.001,synthetic
2024-01-19 20:00:00,64.985,4.391,0.162,synthetic
2024-01-19 21:00:00,20.312,1.587,0.048,synthetic
2024-01-19 22:00:00,12.523,1.652,0.004,synthetic
2024-01-19 23:00:00,14.382,3.546,0.0,synthetic
2024-01-20 00:00:00,13.212,1.847,0.031,synthetic
2024-01-20 01:00:00,5.419,2.509,0.0,synthetic
2024-01-20 02:00:00,11.521,1.991,0.033,synthetic
2024-01-20 03:00:00,10.59,2.383,0.115,synthetic
2024-01-20 04:00:00,12.645,2.056,0.047,synthetic
2024-01-20 05:00:00,7.814,2.559,0.091,synthetic
2024-01-20 06:00:00,4.525,2.22,0.027,synthetic
2024-01-20 07:00:00,21.601,2.445,0.074,synthetic
